beer_name,type,supertype,alcohol_percent,rating,number_of_ratings,brewery_name,address,region,lon,lat,brewery_type,est,link
Jerrys Yahi IPA,IPA,IPA,5.6,2.74,8,Jerry's Restaurant & Bryghus,"Amaliegade 2, Frederikshavn, Denmark  9000",Nordjylland ,9.9187,57.048,Brewpub/Brewery,2008,https://www.ratebeer.com/brewers/jerrys-restaurant-bryghus/9767/
Juelsbryg Black Love,Stout - Imperial,Stout,8,2.98,1,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Den Gyldne,Golden Ale / Blond Ale,Other,5.2,2.84,7,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Den Gyldne Nr. 2,Bitter,Other,3.8,3.04,1,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Den Mørke,Porter - Imperial / Double,Other,9,3.06,6,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Juel's December Øl,Belgian Strong Ale,Other,10.5,2.91,5,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Juel's Sommer,Pale Ale - English,Other,4,2.87,7,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Kloster Humlen,Belgian Strong Ale,Other,7.8,3.09,6,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Mette's,Stout,Stout,5.5,2.76,6,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Juelsbryg Søllested Humlen,Belgian Ale,Other,5.9,2.85,7,Juelsbryg I/S (Søllested Bryghus),"Hovedgaden 56, Søllested, Denmark  4920","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.2833,54.8167,Microbrewery,2017,https://www.ratebeer.com/brewers/juelsbryg-i-s-sollested-bryghus/30752/
Karlslunde Kildebrønde Bryg,Pale Ale - American,Other,5.5,2.98,1,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Korporal,Amber Ale,Amber,5.5,2.87,8,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Mølle Bryg,Premium Lager,Other,5.5,2.79,7,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Nisse Bryg,Belgian Ale,Other,6,2.95,6,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Præste Bryg,Pale Ale - English,Other,5.5,2.98,8,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Strand,Bière de Garde,Other,6,3,9,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Hedebo Bryg,English Strong Ale,Other,7.9,3.02,9,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Karlslunde Kanon Bryg,Stout,Stout,7.3,3.19,4,Karlslunde Bryglaug I/S,"Søhøj 323, Karlslunde, Denmark  2690","Københavns Kommune, Frederiksberg og omegn ",12.2333,55.5667,Client Brewer,2017,https://www.ratebeer.com/brewers/karlslunde-bryglaug-i-s/30671/
Kasper Haze of the Rising Sun,IPA,IPA,5.2,2.93,5,Kasper Brew Co.,"Buntmagervej 16, 1. th., København NV, Denmark  2400","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Contract Brewer,2018,https://www.ratebeer.com/brewers/kasper-brew-co/36032/
Kerteminde Ale,Brown Ale,Other,5,2.89,37,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Amanda,Golden Ale / Blond Ale,Other,4.5,2.83,21,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Classic,Amber Lager / Vienna,Amber,5,NA,NA,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Forårsbryg,Belgian Ale,Other,5.5,3.02,34,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Fritz Sybergs Pilsner,Pilsener,Other,5,NA,NA,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Fyns Hoved Classic,Amber Lager / Vienna,Amber,5,2.77,25,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Johannes Larsens Ale,Traditional Ale,Other,5,NA,NA,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Jomfruhøjen,Amber Ale,Amber,5,3,27,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Jul,Spice / Herb / Vegetable,Other,5.5,2.81,23,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Købstads-øl,Amber Ale,Amber,5.6,2.89,23,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Overraskelsen,Brown Ale,Other,5.5,2.98,30,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Pale Ale,Pale Ale - English,Other,5,NA,NA,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Påske,Belgian Ale,Other,5.5,NA,NA,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Pilsner,Pilsener,Other,5,2.79,34,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Præstens Skræk,Traditional Ale,Other,6.5,3.04,51,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Sommer,Golden Ale / Blond Ale,Other,4,2.79,19,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Tornøes Hotel,Dunkel / Tmavy,Other,5.6,3.05,3,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Vikinge Øl,Bock - Heller / Maibock,Bock,7.5,2.84,34,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kerteminde Vinter Bryg,Brown Ale,Other,5.5,2.88,23,Kerteminde Bryghus,"Bregnør Bygade 24, Kerteminde, Denmark  5300",NA,10.6577,55.449,Brewpub,2006,https://www.ratebeer.com/brewers/kerteminde-bryghus/6677/
Kissmeyer / Ebeltoft Double Tokay Triple,Abbey Tripel,Abbey,7,3.24,5,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer / The Man Behind New Kid In Town,Sour / Wild Ale,Other,4.4,3.07,2,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer AHM Beer Nordic Coast,Fruit Beer,Other,5,3.03,17,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Bird on a Wire,Premium Lager,Other,5,2.47,5,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Death Star,Porter - Imperial / Double,Other,8,3.25,2,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Diamonds & Pearls,Sour Red / Brown,Other,7,3.04,1,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Easy Kiss,Pale Ale - American,Other,5.5,3.12,25,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Eclipsed Kiss,Stout,Stout,7.7,3.46,29,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Fruit IPA,IPA - Hazy / New England,IPA,5.5,3.22,8,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Immenthaler,Spice / Herb / Vegetable,Other,5.5,2.96,1,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Nordic Passion Pale Ale,Pale Ale - English,Other,6,2.87,3,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Odd England IBA,IPA,IPA,6.5,3.23,6,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Sofamania,Spice / Herb / Vegetable,Other,5.7,2.9,2,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Strange Fruit Tripel,Abbey Tripel,Abbey,9.5,3.31,35,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Armadillo IPA,IPA,IPA,6.5,3.03,17,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Flaming,Irish Ale,Other,5.2,2.88,29,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer PilNZer,Pilsener,Other,5,NA,NA,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Witchy Woman Wit,Witbier,Other,5,3.02,36,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Black Syndrome,Spice / Herb / Vegetable,Other,7,3.3,14,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Burning Kiss,Amber Ale,Amber,5.5,3.15,26,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Eagle Kiss,IPA - Session,IPA,4.2,3.28,27,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Into The Black,IPA - Black / Dark,IPA,7,3.41,45,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Nordic Blueberry,Sour / Wild Ale,Other,6,NA,NA,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer US Belgo Tripel,Abbey Tripel,Abbey,9.5,NA,NA,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Young Lust,Belgian Ale,Other,6,2.9,55,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Barrel Reserve Dark Side of the Moon,Porter - Imperial / Double,Other,9.5,3.81,46,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Pipes & Drums Barrel Reserve,Barley Wine / Wheat Wine,Other,13,3.54,36,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Snowy Spring Royal Pilsner,Imperial Pils/Strong Pale Lager,Other,6.7,3.48,46,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Barrel Reserve Hole in the World,Porter - Baltic,Other,8.2,3.29,7,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Citra Tripel,Abbey Tripel,Abbey,9,3.23,41,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Nordic Saison,Saison,Other,6,3.39,11,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Nordisk Æble Lager,Pilsener,Other,5,2.86,19,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Nordisk Hyben Ale,Pale Ale - English,Other,6,2.77,18,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Reservatet,Fruit Beer,Other,5.5,2.9,7,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Witter Saison Du Fleur,Saison,Other,6,3.39,108,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Denied Entry,Brown Ale,Other,6.5,3.22,86,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Honey Porter,Porter,Other,6.5,3.4,117,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Stockholm Syndrome DIPA,IPA - Imperial / Double,IPA,9.5,3.54,204,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Two Front Teeth,Belgian Strong Ale,Other,7.5,3.32,85,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Smoked Baltic Porter,Porter - Baltic,Other,8,3.58,64,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Black IPA,IPA - Black / Dark,IPA,7,3.32,85,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Red IPA,IPA,IPA,7,3.36,99,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer West Coast Pale Ale,Pale Ale - American,Other,6,3.32,131,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Espresso Stout,Stout,Stout,7,3.41,17,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Smokey Oktober,Smoked,Other,7.5,3.01,99,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Kissmeyer Uusikaupunki Syndrom,IPA - Imperial / Double,IPA,8.5,NA,NA,Kissmeyer Beer,"Skovholmvej 9, Charlottenlund, Denmark  2920","Københavns Kommune, Frederiksberg og omegn ",12.5833,55.75,Client Brewer,2011,https://www.ratebeer.com/brewers/kissmeyer-beer/12534/
Klosterbryggeriet Apotekerens Øl  - Det Gamle Apotek,Weissbier - Dunkelweizen,Weissbier,6,3.15,6,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Biere de Garde,Bière de Garde,Other,9,3.04,2,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Blond 10 År,Golden Ale / Blond Ale,Other,7.1,2.72,5,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Bolskov Blue Tree,Pale Ale - American,Other,5.4,2.51,17,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Bolskov Falling Owl,IPA - Black / Dark,IPA,6.7,2.58,17,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Bolskov Mole Trapping,Weissbier - Dunkelweizen,Weissbier,7.7,2.51,4,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Bolskov The Last Goldfish,IPA,IPA,6.8,2.02,9,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Dark Lager,Dunkel / Tmavy,Other,5.1,2.75,13,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet E.S.B,Premium Bitter / ESB,Other,5.2,2.4,10,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Jule Stout,Stout,Stout,7,3.17,7,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
Klosterbryggeriet Kælder Øl,Low Alcohol,Other,2.7,2.9,2,Klosterbryggeriet,"Bolskovvej 11, Vitved, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Client Brewer,2008,https://www.ratebeer.com/brewers/klosterbryggeriet/9567/
