beer_name,type,supertype,alcohol_percent,rating,number_of_ratings,brewery_name,address,region,lon,lat,brewery_type,est,link
3 Crates #YAY IPA,IPA,IPA,6.4,3.15,5,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates ADAM AVEC Quadruple,Abbey Quadrupel / Abt,Abbey,11.4,2.91,2,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Aspiration Pale Ale,Pale Ale - American,Other,5.6,3.11,1,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates AVA AVEC Oaked Quadrupel,Abbey Quadrupel / Abt,Abbey,11.4,NA,0,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Buses Session IPA,IPA - Session,IPA,5,3.02,1,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Cautious Dimples Farmhouse Blend,Saison,Other,6.7,NA,0,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Cautious Farmhouse,Sour / Wild Ale,Other,6,3.15,1,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Dimple Tripel,Abbey Tripel,Abbey,7.4,NA,0,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Fabric Imperial Porter,Porter - Imperial / Double,Other,8.4,3.36,7,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Gold Belgian IPA,IPA,IPA,7,NA,0,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Identical Pale Ale,Pale Ale - American,Other,5.8,NA,0,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Purpose Kiwi Sour,Sour / Wild Ale,Other,5.8,3.18,5,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Smog Signal Beechwood Grodziskie,Grodziskie/Gose/Lichtenhainer,Other,4.5,2.98,1,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Sunday Dunkel,Weissbier - Dunkelweizen,Weissbier,5.2,2.66,5,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Unusual Uniforms Saison,Saison,Other,6.8,3.04,2,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Vacant Veins Wheat Saison,Saison,Other,6.2,NA,0,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Waiting Wars Oatmeal Stout,Stout,Stout,6.8,3.12,2,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates XIV Belgian Triple,Abbey Tripel,Abbey,8,3.17,6,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Xyloid IPA,IPA,IPA,7.1,3.24,5,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Yesterday’s Yells Imperial Stout,Stout - Imperial,Stout,8.7,3.09,1,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
3 Crates Youngin Pale Ale,Pale Ale - American,Other,5.6,3.13,4,3 Crates Brewing,"Vestermøllevej 18, Klitmøller, Denmark  7700","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",8.6949,56.9552,Microbrewery,2018,https://www.ratebeer.com/brewers/3-crates-brewing/34644/
69°N Christmas,Spice / Herb / Vegetable,Other,6,2.75,1,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Easter,Spice / Herb / Vegetable,Other,5.4,2.84,4,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Pale Ale,Pale Ale - English,Other,6.5,2.88,10,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Pilsner,Pilsener,Other,4.6,2.66,9,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Isfjord Brown Ale,Brown Ale,Other,5,2.9,32,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Isfjord Classic,Amber Lager / Vienna,Amber,4.5,2.59,23,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Isfjord Dark Lager,Amber Lager / Vienna,Amber,5.4,2.74,50,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Isfjord Hvedeøl,Wheat Ale,Other,4.8,2.66,31,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
69°N Julebryg,Bock - Dunkler / Urbock,Bock,6,2.63,107,69°N,"Solmarken 6, Tisvildeleje, Denmark  3220",Nordsjælland ,12.0833,56.05,Commissioner,2018,https://www.ratebeer.com/brewers/69°n/35080/
Aarhus / Kissmeyer De Hviiie,Saison,Other,7,3.09,8,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus 1953,Barley Wine / Wheat Wine,Other,9,3.15,25,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Alto,Premium Bitter / ESB,Other,5,2.74,12,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Angry Babboon,IPA,IPA,6.5,2.71,14,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Aros Cider,Cider,Other,4.5,2.84,2,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Aros Lys,Pilsener,Other,5,NA,NA,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Aros Mørk,Pale Ale - American,Other,5,NA,NA,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Cherry Stout,Stout - Imperial,Stout,8,2.96,4,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Ice,Bock - Eisbock,Bock,8.5,3.19,51,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Monster,Stout - Imperial,Stout,9,3.44,39,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Monster (2016),Stout - Imperial,Stout,10,3.46,12,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Monster Kilimanjaro,Stout - Imperial,Stout,10,3.59,20,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Monster Rum Edition,Stout - Imperial,Stout,9,3.51,23,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Oak,Stout - Imperial,Stout,8,3.37,25,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Pearl,Stout - Imperial,Stout,9,3.47,32,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Pearl (Forsøgsbryg),Stout - Imperial,Stout,8.5,3.07,3,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Black Port,Stout - Imperial,Stout,8,3.06,3,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Blåtunge,Amber Ale,Amber,7,2.85,18,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Blondie,Pale Ale - English,Other,5,2.98,29,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Blue Barracuda,American Strong Ale,Other,8,2.9,13,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Bøgeøl,English Strong Ale,Other,6.5,NA,NA,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Bryghus Den Gamle By Julebryg 2018,English Strong Ale,Other,7,NA,0,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Cains Triple A American Amber Ale,Amber Ale,Amber,5.5,3.04,24,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Cains Triple B Biére Belge Bælle,Belgian Ale,Other,5.5,2.73,18,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Cains Triple C Clumsy Celtic,Irish Ale,Other,5.5,2.85,3,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Celebration,English Strong Ale,Other,6.5,2.94,64,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Classic Pale Ale (-2008),Pale Ale - American,Other,5,2.84,35,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Classic Pale Ale (2009-),Pale Ale - American,Other,5,2.78,24,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Cockney Black Forest Cherry Stout,Stout - Imperial,Stout,8,3.16,5,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus D Bryg,English Strong Ale,Other,10,2.9,15,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Danmarks Grimmeste Pilsner,Czech Pilsner (Světlý),Other,5,NA,NA,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Den Gamle By Aarhus Fortæller,Saison,Other,7,2.97,7,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Den Gamle By Julebryg (2016 - ),Bock - Dunkler / Urbock,Bock,7,3.01,10,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Det Gamle Øl,Traditional Ale,Other,5.5,2.9,3,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Det Tynde Øl,Low Alcohol,Other,1,2.52,5,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Devil's Blood,Fruit Beer,Other,6.66,2.93,22,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Dobbelt Bock,Bock - Doppelbock,Bock,7,2.87,25,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Drageblod,Belgian Ale,Other,7,2.93,34,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Drageblod V2,Fruit Beer,Other,7,2.98,16,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Extra Pilsner,Czech Pilsner (Světlý),Other,5,2.44,47,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Forårsbryg,Bock - Doppelbock,Bock,7,2.71,71,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Frederik,Fruit Beer,Other,5,2.84,2,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Fregatten Jylland,English Strong Ale,Other,8,2.77,85,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Garage Sne,IPA,IPA,6,3.18,4,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Golden Monk India Pale Ale,IPA,IPA,6,2.52,14,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Havtorn & Humle,Fruit Beer,Other,5,2.65,12,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Høstbryg,Fruit Beer,Other,8.5,NA,NA,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Hyben & Hvedemalt,Fruit Beer,Other,6,2.73,11,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Hyldebær & Havsalt,Fruit Beer,Other,5,2.67,11,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Hyldeblomst & Honning,Spice / Herb / Vegetable,Other,5,2.86,13,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Imperial Stout,Stout - Imperial,Stout,8,3.07,85,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus India Pale Ale,IPA,IPA,6,3.03,39,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Isbjørnebryg,Imperial Pils/Strong Pale Lager,Other,7,2.83,12,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Jazz Classic,Amber Lager / Vienna,Amber,4.5,2.68,20,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Julebryg,Spice / Herb / Vegetable,Other,6.7,2.62,84,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Juletønden,Bock - Doppelbock,Bock,8,3.07,53,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Klosterbryg,Pale Lager,Other,6,2.67,112,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Kong Porter Stomp,Porter,Other,5,3.04,7,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Mosaic India Pale Lager,India Style Lager,Other,5,3.16,18,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus NEIPA,IPA - Session,IPA,6.5,2.91,2,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Norsminde Bryg Rabarber,Wheat Ale,Other,5.5,2.66,4,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Øko Hvede,Witbier,Other,5,2.7,24,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Old Strong Ale,English Strong Ale,Other,8,3.18,59,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Ole Lukøje,English Strong Ale,Other,8,2.93,17,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Pilsner,Pilsener,Other,5,2.69,24,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Red Ale,Fruit Beer,Other,6,2.38,61,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus SB-Slagterens Madøl,Bock - Doppelbock,Bock,8,3.04,10,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Session IPA,IPA - Session,IPA,5,2.57,47,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Skinny Mermaid,Stout - Imperial,Stout,8,3.19,18,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Snapper India Pale Lager,India Style Lager,Other,7,2.96,14,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
